,Address,Sale Date,Sale Price,Acres,Year  Built,Square Ft,price_number,price_sf,Year,lat,long,GEOID
28471,7615 BROMYARD TER,1/25/19,"$450,025 ",0.23,2017,"3,788",450025,118.8027983,2019,34.1902036,-84.2524707,13117130302
28478,7615 OLDBURY PL,8/24/20,"$430,000 ",0.26,2017,"3,650",430000,117.8082192,2020,34.1902536,-84.2516889,13117130302
28479,7615 OLDBURY PL,6/18/18,"$400,204 ",0.26,2017,"3,650",400204,109.6449315,2018,34.1902536,-84.2516889,13117130302
28484,7619 CAMPGROUND RD,7/12/18,"$185,000 ",1.2,1951,"2,226",185000,83.10871518,2018,34.2005929,-84.2570689,13117130302
28501,7625 BROMYARD TER,1/26/18,"$468,200 ",0.26,2017,"4,067",468200,115.1217113,2018,34.1902128,-84.2522033,13117130302
28508,7625 OLD CAMP LNDG,10/19/20,"$479,900 ",0.27,2018,"3,161",479900,151.8190446,2020,34.1906876,-84.2507836,13117130302
28509,7625 OLD CAMP LNDG,3/25/19,"$429,526 ",0.27,2018,"3,161",429526,135.8829484,2019,34.1906876,-84.2507836,13117130302
28511,7625 OLDBURY PL,7/6/18,"$407,889 ",0.23,2018,"4,288",407889,95.12336754,2018,34.1900165,-84.2517095,13117130302
28516,7630 CAMPGROUND RD,2/28/19,"$645,000 ",1.1,2017,"4,366",645000,147.7324782,2019,34.2003512,-84.2567914,13117130302
28531,7635 DONINGTON PARK DR,4/13/22,"$550,000 ",0.67,1999,"2,434",550000,225.9654889,2022,34.201554,-84.256776,13117130302
28532,7635 DONINGTON PARK DR,4/26/19,"$329,900 ",0.67,1999,"2,434",329900,135.5382087,2019,34.201554,-84.256776,13117130302
28533,7635 DONINGTON PARK DR,8/20/18,"$200,000 ",0.67,1999,"2,434",200000,82.16926869,2018,34.201554,-84.256776,13117130302
28538,7635 OLD CAMP LNDG,4/24/20,"$480,000 ",0.26,2018,"3,724",480000,128.8936627,2020,34.1907135,-84.2504133,13117130302
28547,7640 BRENTWOOD CT,10/23/20,"$305,430 ",0.55,1993,"1,682",305430,181.587396,2020,34.1774177,-84.2300407,13117130302
28548,7640 CAMPGROUND RD,8/31/20,"$610,650 ",1.54,2020,"2,689",610650,227.0918557,2020,34.2026049,-84.2579638,13117130302
28554,7640 OLD CAMP LNDG,9/21/18,"$490,677 ",0.37,2018,"4,076",490677,120.3819921,2018,34.1902334,-84.250331,13117130302
28563,7645 OLD CAMP LNDG,10/30/19,"$505,000 ",0.34,2018,"4,076",505000,123.8959764,2019,34.1904667,-84.2502281,13117130302
28564,7645 OLD CAMP LNDG,8/30/18,"$496,721 ",0.34,2018,"4,076",496721,121.8648184,2018,34.1904667,-84.2502281,13117130302
28583,7650 DONINGTON PARK DR,7/30/18,"$300,000 ",0.79,1999,"2,630",300000,114.0684411,2018,34.2013037,-84.2555979,13117130302
28595,7652 HOLYOKE RD,12/29/21,"$848,000 ",1.12,1985,"3,694",848000,229.561451,2021,34.1996619,-84.2548254,13117130302
28607,7660 BRENTWOOD CT,2/4/20,"$285,000 ",0.64,1993,"1,482",285000,192.3076923,2020,34.1767036,-84.2295879,13117130302
28615,7665 CAMPGROUND RD,7/27/22,"$490,000 ",0.53,2006,"1,794",490000,273.1326644,2022,34.2005292,-84.2584781,13117130302
28616,7665 CAMPGROUND RD,6/25/21,"$387,500 ",0.53,2006,"1,794",387500,215.9977703,2021,34.2005292,-84.2584781,13117130302
28636,7679 CAMPGROUND RD,7/8/22,"$319,000 ",0.59,1931,"1,228",319000,259.771987,2022,34.200711,-84.258719,13117130302
28684,7710 OLDBURY PL,1/16/18,"$355,810 ",0.29,2017,"2,863",355810,124.2787286,2018,34.1897701,-84.2522834,13117130302
28687,7710 SUMMERDOWN CT,6/26/18,"$392,852 ",0.27,2018,"3,196",392852,122.9198999,2018,34.1903623,-84.2512284,13117130302
28691,7715 OLDBURY PL,12/11/18,"$401,372 ",0.35,2017,"3,936",401372,101.9745935,2018,34.1895758,-84.2515449,13117130302
28694,7715 SUMMERDOWN CT,2/5/19,"$415,000 ",0.35,2018,"3,704",415000,112.0410367,2019,34.1901434,-84.2507219,13117130302
28695,7715 SUMMERDOWN CT,6/11/18,"$398,649 ",0.35,2018,"3,704",398649,107.6266199,2018,34.1901434,-84.2507219,13117130302
28709,7720 OLDBURY PL,9/27/22,"$690,000 ",0.26,2017,"3,766",690000,183.2182687,2022,34.1895426,-84.2522239,13117130302
28710,7720 OLDBURY PL,1/8/18,"$397,930 ",0.26,2017,"3,766",397930,105.6638343,2018,34.1895426,-84.2522239,13117130302
28715,7720 SUMMERDOWN CT,6/27/18,"$395,476 ",0.28,2018,"3,902",395476,101.3521271,2018,34.1901026,-84.2512363,13117130302
28720,7725 CASTLE COMBE CT,4/18/19,"$345,000 ",0.7,1999,"2,676",345000,128.9237668,2019,34.2018877,-84.2560505,13117130302
28731,7730 CASTLE COMBE CT,7/10/20,"$315,500 ",0.95,2000,"2,364",315500,133.4602369,2020,34.2024842,-84.2558448,13117130302
28738,7730 OLDBURY PL,1/18/22,"$716,300 ",0.27,2017,"4,008",716300,178.7175649,2022,34.189277,-84.2521004,13117130302
28739,7730 OLDBURY PL,2/28/18,"$422,445 ",0.27,2017,"4,008",422445,105.4004491,2018,34.189277,-84.2521004,13117130302
28748,7730 SUMMERDOWN CT,6/18/18,"$397,374 ",0.26,2018,"3,902",397374,101.8385443,2018,34.1898842,-84.2511951,13117130302
28757,7735 SUMMERDOWN CT,9/28/18,"$439,839 ",0.23,2018,"3,124",439839,140.7935339,2018,34.1899005,-84.250619,13117130302
28764,7740 CASTLE COMBE CT,1/17/20,"$340,000 ",0.63,1999,"2,419",340000,140.5539479,2020,34.2025448,-84.2562151,13117130302
28765,7740 DONINGTON PARK DR,9/29/21,"$432,900 ",0.59,2000,"2,521",432900,171.7175724,2021,34.2029743,-84.2547544,13117130302
28772,7740 SUMMERDOWN CT,12/13/18,"$419,676 ",0.23,2018,"3,952",419676,106.1933198,2018,34.1896619,-84.2510717,13117130302
28779,7745 SUMMERDOWN CT,10/19/18,"$480,488 ",0.23,2018,"3,712",480488,129.4418103,2018,34.1896782,-84.2504956,13117130302
28783,7745 WYNFIELD DR,8/2/19,"$317,000 ",0.59,1994,"1,514",317000,209.3791281,2019,34.179686,-84.2359268,13117130302
28802,7750 SUMMERDOWN CT,5/31/18,"$399,450 ",0.28,2018,"3,684",399450,108.4283388,2018,34.1894848,-84.2509894,13117130302
28804,7750 WYNFIELD DR,8/30/18,"$300,000 ",0.59,1995,"1,564",300000,191.8158568,2018,34.1798923,-84.2352477,13117130302
28807,7755 SUMMERDOWN CT,7/12/18,"$425,624 ",0.23,2018,"3,614",425624,117.770891,2018,34.1894579,-84.2504133,13117130302
28815,7760 SUMMERDOWN CT,3/22/18,"$395,137 ",0.34,2017,"3,921",395137,100.7745473,2018,34.1892852,-84.2508865,13117130302
28822,7765 SUMMERDOWN CT,6/12/18,"$429,425 ",0.26,2018,"3,920",429425,109.5471939,2018,34.1892582,-84.2503104,13117130302
28838,7775 SUMMERDOWN CT,8/20/18,"$411,814 ",0.26,2018,"3,166",411814,130.0739103,2018,34.1890191,-84.2502898,13117130302
28840,7775 WYNFIELD DR,1/31/22,"$450,000 ",0.59,1995,"1,577",450000,285.3519341,2022,34.1807065,-84.2359886,13117130302
28852,7785 SUMMERDOWN CT,11/27/18,"$438,178 ",0.25,2018,"3,702",438178,118.3625068,2018,34.1888175,-84.2501458,13117130302
28858,7795 SUMMERDOWN CT,8/8/18,"$463,320 ",0.37,2018,"3,785",463320,122.4095112,2018,34.1886591,-84.2503856,13117130302
28860,7797 HOLYOKE RD,4/29/20,"$699,900 ",2.29,2017,"3,228",699900,216.8215613,2020,34.2018102,-84.2539315,13117130302
28875,7805 SUMMERDOWN CT,9/26/18,"$442,335 ",0.26,2018,"3,686",442335,120.0040695,2018,34.1884245,-84.2505367,13117130302
28877,7805 WYNFIELD CIR,6/15/22,"$575,000 ",0.61,1995,"2,287",575000,251.4210756,2022,34.181084,-84.2352683,13117130302
28878,7805 WYNFIELD CIR,5/29/18,"$289,500 ",0.61,1995,"2,287",289500,126.5850459,2018,34.181084,-84.2352683,13117130302
28886,7810 SUMMERDOWN CT,9/28/18,"$401,462 ",0.32,2018,"3,864",401462,103.8980331,2018,34.1889123,-84.2507836,13117130302
28893,7815 SUMMERDOWN CT,4/19/18,"$453,054 ",0.24,2018,"3,634",453054,124.6708861,2018,34.1884793,-84.2507836,13117130302
28908,7820 SUMMERDOWN CT,7/23/18,"$445,176 ",0.23,2018,"3,686",445176,120.7748237,2018,34.1888825,-84.2510717,13117130302
28912,7820 WYNFIELD CIR,11/27/19,"$335,000 ",0.63,1994,"2,484",335000,134.863124,2019,34.1806143,-84.2344862,13117130302
28918,7825 DONINGTON PARK DR,8/31/18,"$320,000 ",0.96,2002,"2,292",320000,139.6160558,2018,34.2041942,-84.254919,13117130302
28929,7825 SUMMERDOWN CT,5/15/18,"$491,203 ",0.25,2018,"3,730",491203,131.6898123,2018,34.1884495,-84.2510717,13117130302
28931,7830 BRANDS HATCH BLVD,5/29/18,"$330,000 ",0.76,2000,"2,641",330000,124.9526694,2018,34.2037171,-84.2558242,13117130302
28934,7830 DONINGTON PARK DR,9/17/21,"$466,200 ",0.66,2000,"2,578",466200,180.8378588,2021,34.204111,-84.2545281,13117130302
28943,7830 SUMMERDOWN CT,4/26/18,"$416,779 ",0.29,2017,"3,756",416779,110.963525,2018,34.1888714,-84.251298,13117130302
28946,7830 WYNFIELD CIR,9/25/19,"$292,000 ",0.59,1994,"1,636",292000,178.4841076,2019,34.1808115,-84.2340746,13117130302
28959,7835 SUMMERDOWN CT,6/4/21,"$630,000 ",0.26,2018,"3,570",630000,176.4705882,2021,34.1883519,-84.251298,13117130302
28960,7835 SUMMERDOWN CT,7/23/18,"$457,023 ",0.26,2018,"3,570",457023,128.0176471,2018,34.1883519,-84.251298,13117130302
28970,7840 SUMMERDOWN CT,5/8/18,"$367,096 ",0.34,2018,"2,762",367096,132.9094859,2018,34.1888662,-84.2516478,13117130302
28975,7840 WYNFIELD DR,6/9/22,"$446,000 ",0.59,1995,"1,634",446000,272.9498164,2022,34.1822118,-84.2353094,13117130302
28984,7845 SUMMERDOWN CT,4/5/18,"$481,558 ",0.34,2017,"4,145",481558,116.1780458,2018,34.1883673,-84.2516272,13117130302
28989,7847 HOLYOKE RD,4/1/19,"$493,000 ",2.77,1985,"1,940",493000,254.1237113,2019,34.202078,-84.2509199,13117130302
29002,7850 BRANDS HATCH BLVD,10/4/21,"$421,100 ",0.62,2000,"2,609",421100,161.4028363,2021,34.2039003,-84.2565031,13117130302
29010,7850 SUMMERDOWN CT,6/15/18,"$425,314 ",0.31,2018,"3,714",425314,114.5164243,2018,34.1886348,-84.2517918,13117130302
29026,7855 WYNFIELD CIR,8/27/21,"$380,000 ",0.59,1994,"2,016",380000,188.4920635,2021,34.1816949,-84.2344451,13117130302
29042,7860 WYNFIELD CIR,12/22/22,"$441,000 ",0.83,1994,"1,665",441000,264.8648649,2022,34.181613,-84.2336219,13117130302
29064,7870 WYNFIELD DR,7/12/18,"$268,000 ",0.59,1995,"1,762",268000,152.0998865,2018,34.1825466,-84.2350625,13117130302
29079,7880 BRANDS HATCH BLVD,2/16/22,"$560,000 ",0.59,2000,"2,508",560000,223.2854864,2022,34.2037397,-84.2576963,13117130302
29080,7880 BRANDS HATCH BLVD,2/6/18,"$325,000 ",0.59,2000,"2,508",325000,129.585327,2018,34.2037397,-84.2576963,13117130302
29094,7880 WYNFIELD CIR,9/10/20,"$320,000 ",0.59,1994,"2,298",320000,139.2515231,2020,34.1821605,-84.2336824,13117130302
29105,7890 BRANDS HATCH BLVD,1/30/18,"$250,000 ",1.19,2001,"2,184",250000,114.4688645,2018,34.203757,-84.2580666,13117130302
29134,7904 HOLYOKE RD,12/30/20,"$475,000 ",2.72,1986,"2,154",475000,220.5199629,2020,34.2008119,-84.2497137,13117130302
29138,7905 HOLYOKE RD,4/19/19,"$364,500 ",2.08,1996,"1,566",364500,232.7586207,2019,34.202032,-84.249861,13117130302
29157,7910 WYNFIELD CIR,7/28/22,"$541,000 ",0.65,1994,"2,042",541000,264.9363369,2022,34.1826856,-84.2337124,13117130302
29158,7910 WYNFIELD CIR,9/6/19,"$320,000 ",0.65,1994,"2,042",320000,156.7091087,2019,34.1826856,-84.2337124,13117130302
29170,7915 WYNFIELD DR,10/25/18,"$305,000 ",0.75,1994,"2,256",305000,135.1950355,2018,34.1837585,-84.2345966,13117130302
29199,7925 WYNFIELD DR,10/21/22,"$492,000 ",0.65,1994,"2,111",492000,233.0648982,2022,34.1838792,-84.234263,13117130302
29224,7935 WYNFIELD DR,6/30/20,"$339,500 ",0.83,1994,"2,512",339500,135.1512739,2020,34.1838646,-84.2336219,13117130302
29255,7950 HOLYOKE RD,6/9/21,"$510,000 ",3.35,1987,"2,121",510000,240.4526167,2021,34.2007377,-84.2472035,13117130302
29355,8010 HOLYOKE RD,7/25/18,"$240,000 ",1.91,1950,"1,602",240000,149.8127341,2018,34.2026031,-84.2472858,13117130302
29367,8010 WYNFIELD DR,5/24/18,"$296,000 ",0.59,1994,"2,238",296000,132.2609473,2018,34.1829561,-84.2327163,13117130302
29368,8014 HOLYOKE RD,10/28/20,"$352,000 ",2.8,1957,"1,665",352000,211.4114114,2020,34.2030063,-84.2475739,13117130302
29385,8015 VICTORIA LN,5/17/22,"$500,000 ",0.59,1994,"1,893",500000,264.131009,2022,34.1834978,-84.2322635,13117130302
29493,8050 WYNFIELD DR,10/2/19,"$315,000 ",0.62,1994,"2,092",315000,150.5736138,2019,34.1818956,-84.2322635,13117130302
29605,8115 VICTORIA LN,5/5/20,"$296,000 ",0.59,1994,"1,983",296000,149.2687847,2020,34.1840298,-84.2316049,13117130302
29645,8130 VICTORIA CT,6/4/21,"$435,000 ",0.59,1995,"1,618",435000,268.8504326,2021,34.1827663,-84.2314403,13117130302
29655,8135 STONEBROOK DR,6/27/19,"$300,000 ",0.68,1994,"1,993",300000,150.526844,2019,34.1821137,-84.2304523,13117130302
29749,8210 KATIE DANIEL CT,8/20/21,"$550,000 ",0.69,2019,"3,186",550000,172.6302574,2021,34.1980714,-84.2490275,13117130302
29750,8210 KATIE DANIEL CT,2/28/20,"$376,900 ",0.69,2019,"3,186",376900,118.2988073,2020,34.1980714,-84.2490275,13117130302
29762,8215 KATIE DANIEL CT,10/22/20,"$345,731 ",0.67,2020,"2,398",345731,144.1747289,2020,34.1980714,-84.2490275,13117130302
29786,8220 STONEBROOK CT,2/28/22,"$450,000 ",0.59,1994,"2,138",450000,210.4770814,2022,34.1820831,-84.2289948,13117130302
29801,8225 WYNFIELD DR,10/15/20,"$275,000 ",0.59,1994,"2,162",275000,127.1970398,2020,34.1802405,-84.2320577,13117130302
29819,8230 WYNFIELD DR,3/29/21,"$387,000 ",0.69,1994,"2,138",387000,181.01029,2021,34.1805409,-84.2329221,13117130302
29830,8235 STONEBROOK CT,8/15/22,"$415,900 ",1.64,1994,"2,413",415900,172.3580605,2022,34.1827841,-84.2290528,13117130302
29834,8240 KATIE DANIEL CT,9/9/21,"$404,940 ",0.99,2021,"2,624",404940,154.3216463,2021,34.1980714,-84.2490275,13117130302
29842,8240 STONEBROOK CT,2/28/18,"$285,500 ",0.59,1994,"1,663",285500,171.6776909,2018,34.1823317,-84.2286411,13117130302
29851,8245 KATIE DANIEL CT,8/12/21,"$441,420 ",0.92,2021,"3,362",441420,131.2968471,2021,34.1980714,-84.2490275,13117130302
29876,8250 STONEBROOK DR,6/5/19,"$300,000 ",0.59,1994,"2,250",300000,133.3333333,2019,34.1809875,-84.2286,13117130302
29877,8250 WYNFIELD DR,4/20/18,"$284,900 ",0.59,1993,"1,598",284900,178.2853567,2018,34.1799521,-84.2332926,13117130302
29888,8260 STONEBROOK CT,8/23/19,"$297,500 ",0.59,1994,"1,750",297500,170.0,2019,34.1821451,-84.2282182,13117130302
2588,1696 DAVES CREEK DR,4/23/20,"$46,000 ",0.66,1976,"1,404",46000,32.76353276,2020,34.149437,-84.145719,13117130607
3052,1810 STONEMILL LN,8/26/22,"$905,000 ",0.35,2016,"4,353",905000,207.9025959,2022,34.1451979,-84.1476564,13117130607
3088,1820 STONINGTON DR,11/28/22,"$875,000 ",0.27,2016,"4,357",875000,200.8262566,2022,34.1472997,-84.1467702,13117130607
3186,1840 SENECA CREEK DR,7/30/19,"$544,900 ",0.43,2015,"3,479",544900,156.6254671,2019,34.1489029,-84.1417999,13117130607
3229,1850 SENECA CREEK DR,2/22/18,"$650,000 ",0.36,2014,"4,217",650000,154.1380128,2018,34.1486613,-84.1418125,13117130607
3260,1860 SENECA CREEK DR,10/31/18,"$538,937 ",0.37,2018,"3,947",538937,136.5434507,2018,34.1483802,-84.1417204,13117130607
3376,1910 SHOAL CREST WAY,8/28/20,"$580,000 ",0.6,2017,"3,718",580000,155.9978483,2020,34.142109,-84.1455541,13117130607
3392,1915 SHOAL CREST WAY,3/21/18,"$558,000 ",0.56,2018,"3,614",558000,154.3995573,2018,34.1420499,-84.1461312,13117130607
3405,1920 BUTTON FERN LN,8/7/18,"$590,000 ",0.37,2016,"3,610",590000,163.434903,2018,34.1459231,-84.1419677,13117130607
3417,1920 SENECA CREEK DR,6/11/20,"$580,000 ",0.48,2014,"4,367",580000,132.814289,2020,34.1478467,-84.1414318,13117130607
3418,1920 SHOAL CREST WAY,11/10/20,"$540,201 ",0.34,2020,"3,066",540201,176.1908023,2020,34.1423335,-84.145719,13117130607
3440,1925 SHOAL CREST WAY,5/30/18,"$518,450 ",0.36,2018,"3,152",518450,164.482868,2018,34.1422704,-84.1462137,13117130607
3479,1935 MAIDENHAIR LN,11/22/21,"$765,000 ",0.34,2016,"4,378",765000,174.737323,2021,34.1484768,-84.1401126,13117130607
3481,1935 SHOAL CREST WAY,5/30/18,"$558,629 ",0.34,2018,"3,176",558629,175.8907431,2018,34.1425116,-84.1462755,13117130607
3500,1940 SHOAL CREST WAY,7/2/20,"$627,500 ",0.34,2018,"3,626",627500,173.0557088,2020,34.1426574,-84.1456984,13117130607
3501,1940 SHOAL CREST WAY,5/3/18,"$589,900 ",0.34,2018,"3,626",589900,162.6861555,2018,34.1426574,-84.1456984,13117130607
3503,1940 STONEMILL LN,3/18/19,"$600,000 ",0.35,2016,"3,527",600000,170.1162461,2019,34.1452553,-84.1452244,13117130607
3523,1945 SHOAL CREST WAY,3/25/19,"$494,500 ",0.34,2018,"3,203",494500,154.3865126,2019,34.1427715,-84.1462755,13117130607
3533,1946 DAVES CREEK DR,2/28/22,"$485,000 ",5.99,1975,"1,688",485000,287.3222749,2022,34.1478676,-84.1386903,13117130607
3566,1950 SHOAL CREST WAY,5/30/19,"$536,000 ",0.34,2018,"3,135",536000,170.9728868,2019,34.1428552,-84.1457603,13117130607
3580,1955 MAIDENHAIR LN,10/21/22,"$775,000 ",0.4,2015,"4,224",775000,183.4753788,2022,34.1482701,-84.1394118,13117130607
3585,1955 SHOAL CREST WAY,11/30/18,"$495,000 ",0.34,2018,"3,175",495000,155.9055118,2018,34.1430204,-84.1462254,13117130607
3599,1960 SHOAL CREST WAY,12/31/18,"$596,300 ",0.34,2018,"3,794",596300,157.1692145,2018,34.1431771,-84.1456984,13117130607
3609,1965 MAIDENHAIR LN,3/29/18,"$554,000 ",0.54,2014,"4,648",554000,119.1910499,2018,34.148151,-84.139185,13117130607
3613,1965 SHOAL CREST WAY,6/21/19,"$554,000 ",0.34,2018,"3,806",554000,145.5596427,2019,34.1432046,-84.1462755,13117130607
3620,1970 BUTTON FERN LN,3/26/18,"$440,000 ",0.24,2017,"2,826",440000,155.6970984,2018,34.1466082,-84.1427098,13117130607
3623,1970 SHOAL CREST WAY,5/29/19,"$664,475 ",0.34,2018,"3,906",664475,170.1164875,2019,34.1433504,-84.1456984,13117130607
3632,1975 SHOAL CREST WAY,4/25/19,"$549,000 ",0.34,2018,"3,652",549000,150.3285871,2019,34.1434645,-84.1462755,13117130607
3633,1975 SHOAL CREST WAY,11/16/18,"$160,000 ",0.34,2018,"3,652",160000,43.81161008,2018,34.1434645,-84.1462755,13117130607
3639,1980 BUTTON FERN LN,7/28/21,"$699,900 ",0.23,2017,"3,275",699900,213.7099237,2021,34.1467874,-84.1428334,13117130607
3653,1985 SHOAL CREST WAY,2/4/20,"$542,455 ",0.35,2019,"3,572",542455,151.8631019,2020,34.1437244,-84.1462755,13117130607
3664,1990 SHOAL CREST WAY,2/24/20,"$579,820 ",0.37,2019,"3,581",579820,161.915666,2020,34.1438702,-84.1456984,13117130607
3671,1995 SHOAL CREST WAY,7/19/19,"$652,466 ",0.39,2019,"3,146",652466,207.3954228,2019,34.1439843,-84.1462755,13117130607
3672,1995 SHOAL CREST WAY,3/1/19,"$170,000 ",0.39,2019,"3,146",170000,54.03687222,2019,34.1439843,-84.1462755,13117130607
3690,2005 SHOAL CREST WAY,3/5/21,"$625,948 ",0.34,2021,"3,647",625948,171.6336715,2021,34.1442196,-84.1462137,13117130607
3698,2010 BLOOMFIELD CT,2/16/21,"$505,000 ",0.25,2015,"3,719",505000,135.7891906,2021,34.1422446,-84.1426906,13117130607
3709,2010 SHOAL CREST WAY,1/25/19,"$644,539 ",0.41,2018,"3,115",644539,206.9146067,2019,34.1441015,-84.1455541,13117130607
3737,2015 SHOAL CREST WAY,6/25/18,"$685,275 ",0.5,2018,"3,826",685275,179.1100366,2018,34.1445208,-84.1461725,13117130607
3747,2020 BUTTON FERN LN,3/26/18,"$445,000 ",0.23,2017,"2,826",445000,157.4663836,2018,34.1470196,-84.1431632,13117130607
3758,2020 SHOAL CREST WAY,3/11/21,"$607,904 ",0.35,2020,"3,754",607904,161.9350027,2021,34.1444933,-84.1455954,13117130607
3767,2025 BUTTON FERN LN,3/8/19,"$445,000 ",0.26,2016,"3,434",445000,129.5864881,2019,34.1468247,-84.1436167,13117130607
3779,2025 SENECA CREEK DR,10/10/19,"$720,000 ",1.05,2016,"4,713",720000,152.768937,2019,34.1459932,-84.1393499,13117130607
3780,2025 SHOAL CREST WAY,1/27/21,"$600,548 ",0.35,2021,"3,894",600548,154.2239343,2021,34.1445918,-84.1458427,13117130607
3831,2035 SENECA CREEK DR,3/8/18,"$520,000 ",0.4,2017,"3,966",520000,131.114473,2018,34.1457343,-84.139824,13117130607
3920,2060 FIDDLEHEAD CT,1/15/20,"$465,000 ",0.23,2016,"3,424",465000,135.8060748,2020,34.1480316,-84.1425861,13117130607
3979,2080 CHERRYWOOD LN,5/30/19,"$485,000 ",0.23,2016,"4,090",485000,118.5819071,2019,34.1436184,-84.1440495,13117130607
3982,2080 FIDDLEHEAD CT,3/23/18,"$400,000 ",0.23,2017,"3,080",400000,129.8701299,2018,34.147882,-84.1430808,13117130607
4076,2110 SENECA CREEK DR,6/5/19,"$677,000 ",0.42,2016,"4,226",677000,160.1987695,2019,34.1447106,-84.1412995,13117130607
4129,2125 COPPER MILL TRL,7/12/19,"$500,000 ",0.32,2012,"3,845",500000,130.0390117,2019,34.1345552,-84.1485932,13117130607
4146,2130 BRACKEN WAY,4/29/22,"$875,000 ",0.32,2016,"4,211",875000,207.7891237,2022,34.1441464,-84.1405867,13117130607
4224,2155 CHERRYWOOD LN,11/18/19,"$430,000 ",0.23,2015,"3,419",430000,125.7677684,2019,34.1428623,-84.1445442,13117130607
4235,2159 OLD ATLANTA RD,2/24/20,"$302,000 ",2.5,1970,"1,110",302000,272.0720721,2020,34.1325164,-84.1492434,13117130607
4289,2185 CHERRYWOOD LN,6/18/18,"$469,900 ",0.28,2016,"4,030",469900,116.6004963,2018,34.1422332,-84.1445236,13117130607
4355,2215 COPPER MILL TRL,5/10/21,"$561,000 ",0.35,2011,"3,537",561000,158.6089907,2021,34.1344749,-84.1480686,13117130607
4375,2220 LODGE CT,12/2/22,"$868,000 ",0.21,2012,"4,205",868000,206.4209275,2022,34.1338752,-84.1486663,13117130607
4389,2230 CAHABA CT,4/26/22,"$830,000 ",0.28,2014,"3,608",830000,230.0443459,2022,34.1401832,-84.1469557,13117130607
4400,2235 COPPER MILL TRL,3/30/22,"$860,000 ",0.32,2011,"3,452",860000,249.1309386,2022,34.1344898,-84.1470175,13117130607
4406,2235 LODGE CT,8/30/19,"$608,000 ",0.27,2010,"3,741",608000,162.5233895,2019,34.1335878,-84.1480892,13117130607
4560,2315 BANCROFT PASS,10/17/22,"$735,000 ",0.18,2015,"3,882",735000,189.3353941,2022,34.1402491,-84.1445896,13117130607
4569,2315 IVEY OAKS RD,1/5/21,"$400,000 ",0.61,1999,"2,559",400000,156.311059,2021,34.1272457,-84.1500059,13117130607
4581,2320 BANCROFT PASS,3/19/20,"$525,000 ",0.18,2015,"3,693",525000,142.1608448,2020,34.1399096,-84.1442649,13117130607
4585,2320 COPPER MILL TRL,5/15/19,"$540,000 ",0.25,2012,"3,620",540000,149.1712707,2019,34.1340608,-84.1452862,13117130607
4600,2325 COPPER MILL TRL,6/14/19,"$463,000 ",0.3,2013,"3,300",463000,140.3030303,2019,34.1345443,-84.144977,13117130607
4606,2325 PATINA LN,10/31/18,"$590,000 ",0.28,2012,"3,864",590000,152.6915114,2018,34.1334887,-84.1455541,13117130607
4619,2330 PATINA LN,11/14/22,"$649,000 ",0.27,2011,"2,502",649000,259.392486,2022,34.1335802,-84.1461106,13117130607
4640,2340 BANCROFT PASS,7/20/18,"$592,000 ",0.18,2015,"3,975",592000,148.9308176,2018,34.139968,-84.1438022,13117130607
4649,2340 IVEY OAKS RD,2/19/20,"$399,000 ",0.9,1998,"2,129",399000,187.4119305,2020,34.1264748,-84.149738,13117130607
4660,2345 COPPER MILL TRL,4/21/21,"$550,000 ",0.39,2013,"3,573",550000,153.9322698,2021,34.1343849,-84.1444431,13117130607
4685,2355 COPPER MILL TRL,10/4/19,"$538,000 ",0.3,2012,"3,594",538000,149.6939343,2019,34.1341082,-84.1444618,13117130607
4691,2355 IVEY OAKS RD,2/8/22,"$512,355 ",0.6,1998,"2,275",512355,225.210989,2022,34.1266955,-84.1489136,13117130607
4692,2355 IVEY OAKS RD,4/5/21,"$420,000 ",0.6,1998,"2,275",420000,184.6153846,2021,34.1266955,-84.1489136,13117130607
4704,2365 BENSON OAKS CT,2/15/19,"$635,000 ",0.79,2010,"3,069",635000,206.9077876,2019,34.140054,-84.1331198,13117130607
4706,2365 COPPER MILL TRL,6/13/19,"$500,000 ",0.31,2013,"3,738",500000,133.7613697,2019,34.1338483,-84.1444618,13117130607
4710,2365 IVEY OAKS RD,7/19/21,"$432,400 ",0.6,1998,"2,076",432400,208.2851638,2021,34.1265312,-84.1486457,13117130607
4722,2370 COPPER MILL TRL,12/29/22,"$736,500 ",0.23,2013,"3,682",736500,200.0271592,2022,34.1338098,-84.1450183,13117130607
4724,2370 IVEY FALLS DR,11/12/20,"$380,000 ",0.62,1999,"2,400",380000,158.3333333,2020,34.1278657,-84.1496065,13117130607
4732,2375 COLCHESTER CT,4/29/19,"$365,000 ",0.53,2008,"2,118",365000,172.332389,2019,34.1403853,-84.1321143,13117130607
4741,2380 COLCHESTER CT,5/15/19,"$485,000 ",0.45,2012,"3,705",485000,130.9041835,2019,34.1402299,-84.1315085,13117130607
4744,2380 IVEY OAKS RD,3/4/20,"$382,000 ",1.15,1998,"2,351",382000,162.4840493,2020,34.1258173,-84.1486663,13117130607
4752,2385 BENSON OAKS CT,2/26/21,"$548,500 ",0.71,2013,"3,232",548500,169.7091584,2021,34.139643,-84.1328977,13117130607
4753,2385 BENSON OAKS CT,9/17/20,"$518,000 ",0.71,2013,"3,232",518000,160.2722772,2020,34.139643,-84.1328977,13117130607
