,Address,Sale Date,Sale Price,Acres,Year  Built,Square Ft,price_number,price_sf,Year,lat,long,GEOID
13657,2570 MAPLE LEAF TER UNIT 71,11/1/21,"$297,000 ",0.0,2015,"1,774",297000,167.4182638,2021,34.180655,-84.0925366,13117130507
13658,2570 MAPLE LEAF TER UNIT 71,3/3/20,"$225,000 ",0.0,2015,"1,774",225000,126.832018,2020,34.180655,-84.0925366,13117130507
13659,2575 MAPLE LEAF TER,11/18/21,"$296,000 ",0.0,2006,"1,660",296000,178.313253,2021,34.1805515,-84.0920968,13117130507
13660,2575 MAPLE PARK PL 20,7/21/20,"$215,000 ",0.0,2008,"1,362",215000,157.856094,2020,34.1794109,-84.0915431,13117130507
13661,2585 MAPLE LEAF TER,7/20/22,"$330,000 ",0.0,2006,"1,640",330000,201.2195122,2022,34.1804657,-84.0922096,13117130507
13662,2585 MAPLE PARK PL 21,5/1/18,"$200,000 ",0.0,2008,"1,362",200000,146.8428781,2018,34.1794018,-84.091621,13117130507
13663,2590 MAPLE PARK PL UNIT 17,5/27/21,"$265,000 ",0.0,2007,"1,342",265000,197.466468,2021,34.1796868,-84.0914066,13117130507
13664,2590 PINETREE RD,4/3/20,"$249,500 ",0.34,1989,"1,316",249500,189.5896657,2020,34.1823425,-84.0903242,13117130507
13665,2595 MAPLE LEAF TER,4/26/21,"$272,000 ",0.0,2006,"1,640",272000,165.8536585,2021,34.1803791,-84.0922096,13117130507
13666,2595 MAPLE PARK PL STE 22,8/14/20,"$214,900 ",0.0,2008,"1,362",214900,157.7826725,2020,34.1794041,-84.0917628,13117130507
13667,2600 PINETREE RD,11/1/21,"$345,000 ",0.34,1997,"1,364",345000,252.9325513,2021,34.1823708,-84.0901263,13117130507
13668,2605 INSHORE DR,11/23/20,"$414,831 ",0.4,2020,"2,800",414831,148.1539286,2020,34.1804639,-84.0977818,13117130507
13669,2605 MAPLE LEAF TER,3/1/18,"$210,000 ",0.0,2006,"1,660",210000,126.5060241,2018,34.1803275,-84.0922611,13117130507
13670,2605 SHELTER COVE WAY,8/13/21,"$428,824 ",0.22,2021,"3,353",428824,127.8926335,2021,34.1796913,-84.0974289,13117130507
13671,2610 COBBLESTONE DR,2/20/19,"$290,000 ",0.46,2002,"2,344",290000,123.7201365,2019,34.1792056,-84.0882284,13117130507
13672,2610 SHELTER COVE WAY,9/15/21,"$418,762 ",0.22,2021,"2,762",418762,151.615496,2021,34.1794566,-84.0978622,13117130507
13673,2615 INSHORE DR,2/11/21,"$359,757 ",0.31,2020,"2,720",359757,132.2636029,2021,34.1804639,-84.0977818,13117130507
13674,2615 MAPLE LEAF TER,3/12/20,"$236,000 ",0.0,2006,"2,060",236000,114.5631068,2020,34.1802512,-84.0922508,13117130507
13675,2615 STARBOARD WAKE DR,11/2/20,"$323,520 ",0.06,2020,"2,085",323520,155.1654676,2020,34.1807392,-84.095261,13117130507
13676,2620 PINETREE RD,12/10/21,"$307,000 ",0.3444,1986,"1,548",307000,198.3204134,2021,34.1826068,-84.0896312,13117130507
13677,2620 SHELTER COVE WAY,8/13/21,"$482,637 ",0.2,2021,"3,200",482637,150.8240625,2021,34.1794533,-84.0978827,13117130507
13678,2620 WANDA WOODS RD,3/25/21,"$237,000 ",0.33,1986,"1,008",237000,235.1190476,2021,34.1836787,-84.0930145,13117130507
13679,2625 INSHORE DR,2/11/21,"$355,139 ",0.27,2020,"2,280",355139,155.7627193,2021,34.1804432,-84.0977589,13117130507
13680,2625 QUARTERDECK DR,12/16/22,"$461,533 ",0.06,2022,"2,085",461533,221.358753,2022,34.1802941,-84.0951109,13117130507
13681,2625 SHELTER COVE WAY,10/25/21,"$458,830 ",0.26,2021,"3,446",458830,133.1485781,2021,34.1795162,-84.0973877,13117130507
13682,2630 INSHORE DR,12/23/20,"$377,639 ",0.28,2020,"2,676",377639,141.1207025,2020,34.1807902,-84.096544,13117130507
13683,2630 SHELTER COVE WAY,10/28/21,"$449,944 ",0.21,2021,"2,743",449944,164.0335399,2021,34.1792767,-84.0977777,13117130507
13684,2630 WANDA WOODS RD,10/28/22,"$370,000 ",0.39,1965,"1,623",370000,227.9728897,2022,34.1837798,-84.093299,13117130507
13685,2630 WANDA WOODS RD,12/29/20,"$250,000 ",0.39,1965,"1,623",250000,154.0357363,2020,34.1837798,-84.093299,13117130507
13686,2635 BUFORD DAM RD,9/14/18,"$400,000 ",4.57,1970,"4,586",400000,87.22197994,2018,34.1797536,-84.0869993,13117130507
13687,2635 INSHORE DR,2/10/21,"$390,729 ",0.25,2020,"3,403",390729,114.8189833,2021,34.1806066,-84.0975608,13117130507
13688,2635 QUARTERDECK DR,12/19/22,"$462,182 ",0.06,2022,"2,085",462182,221.670024,2022,34.1802646,-84.095001,13117130507
13689,2635 STARBOARD WAKE DR,10/29/20,"$327,440 ",0.07,2020,"2,085",327440,157.0455635,2020,34.1807392,-84.095261,13117130507
13690,2640 BROOK VALLEY DR,7/26/19,"$195,000 ",0.33,2000,"1,273",195000,153.1814611,2019,34.1842286,-84.0954486,13117130507
13691,2640 INSHORE DR,2/12/21,"$364,785 ",0.25,2020,"2,656",364785,137.34375,2021,34.1807902,-84.096544,13117130507
13692,2640 LANIER BEACH SOUTH RD,11/3/22,"$334,950 ",0.57,1985,"1,460",334950,229.4178082,2022,34.1812484,-84.0883934,13117130507
13693,2640 MAPLE LEAF TER,5/11/21,"$290,000 ",0.0,2016,"1,782",290000,162.7384961,2021,34.1802794,-84.0927347,13117130507
13694,2640 SHELTER COVE WAY,11/15/21,"$476,967 ",0.18,2021,"2,758",476967,172.9394489,2021,34.1791404,-84.0976764,13117130507
13695,2640 WANDA WOODS RD,11/28/22,"$268,200 ",0.35,1987,"1,296",268200,206.9444444,2022,34.1838363,-84.0935921,13117130507
13696,2645 INSHORE DR,12/21/20,"$385,495 ",0.29,2020,"2,672",385495,144.2720808,2020,34.1807301,-84.0973619,13117130507
13697,2645 MAPLE PARK PL UNIT 23,1/3/19,"$230,000 ",0.0,2006,"1,796",230000,128.0623608,2019,34.1796738,-84.0922108,13117130507
13698,2645 QUARTERDECK DR,12/21/22,"$458,508 ",0.06,2022,"2,085",458508,219.9079137,2022,34.1802394,-84.0948895,13117130507
13699,2645 SHELTER COVE WAY,10/4/21,"$417,725 ",0.2,2021,"2,565",417725,162.8557505,2021,34.1793289,-84.0972137,13117130507
13700,2645 STARBOARD WAKE DR,6/25/21,"$348,932 ",0.07,2021,"2,085",348932,167.3534772,2021,34.1807392,-84.095261,13117130507
13701,2645 WANDA WOODS RD,4/20/20,"$228,500 ",0.34,1992,"1,140",228500,200.4385965,2020,34.1832914,-84.0939634,13117130507
13702,2650 INSHORE DR,12/21/20,"$378,018 ",0.27,2020,"2,660",378018,142.1120301,2020,34.1807902,-84.096544,13117130507
13703,2650 MERRY RD,2/21/20,"$215,000 ",0.34,1988,"1,008",215000,213.2936508,2020,34.1831882,-84.091818,13117130507
13704,2650 SHELTER COVE WAY,12/14/21,"$555,864 ",0.19,2021,"2,758",555864,201.5460479,2021,34.1791454,-84.0976693,13117130507
13705,2655 INSHORE DR,12/23/20,"$343,544 ",0.31,2020,"2,280",343544,150.677193,2020,34.1808525,-84.0971761,13117130507
13706,2655 QUARTERDECK DR,12/21/22,"$458,854 ",0.06,2022,"2,085",458854,220.0738609,2022,34.1802148,-84.0947778,13117130507
13707,2655 SAMPLES RD,4/14/22,"$421,000 ",0.6,1989,"1,936",421000,217.4586777,2022,34.1789168,-84.0894249,13117130507
13708,2655 SAMPLES RD,3/26/18,"$254,000 ",0.6,1989,"1,936",254000,131.1983471,2018,34.1789168,-84.0894249,13117130507
13709,2655 SHELTER COVE WAY,6/30/21,"$418,526 ",0.24,2021,"2,800",418526,149.4735714,2021,34.1791992,-84.0970989,13117130507
13710,2655 STARBOARD WAKE DR,6/24/21,"$343,769 ",0.06,2021,"2,085",343769,164.8772182,2021,34.1807392,-84.095261,13117130507
13711,2660 INSHORE DR,12/23/20,"$347,550 ",0.29,2020,"2,676",347550,129.8766816,2020,34.1807902,-84.096544,13117130507
13712,2660 SHELTER COVE WAY,12/30/21,"$580,644 ",0.19,2021,"3,056",580644,190.0013089,2021,34.1791454,-84.0976693,13117130507
13713,2665 MAPLE PARK PL 25,12/11/20,"$250,000 ",0.0,2008,"1,796",250000,139.1982183,2020,34.1797028,-84.092399,13117130507
13714,2665 MAPLE PARK PL 25,7/12/19,"$229,000 ",0.0,2008,"1,796",229000,127.5055679,2019,34.1797028,-84.092399,13117130507
13715,2665 QUARTERDECK DR,12/22/22,"$461,173 ",0.07,2022,"2,085",461173,221.1860911,2022,34.1801882,-84.0946668,13117130507
13716,2665 STARBOARD WAKE DR,6/24/21,"$320,883 ",0.06,2021,"2,215",320883,144.8681716,2021,34.1807392,-84.095261,13117130507
13717,2670 INSHORE DR,2/22/21,"$360,398 ",0.3,2020,"2,676",360398,134.6778774,2021,34.1807956,-84.0965545,13117130507
13718,2670 QUARTERDECK DR,12/12/22,"$449,123 ",0.07,2022,"2,085",449123,215.4067146,2022,34.1800347,-84.0946648,13117130507
13719,2675 INSHORE DR,3/15/21,"$409,641 ",0.29,2021,"2,676",409641,153.0795964,2021,34.1810998,-84.0969224,13117130507
13720,2675 MAPLE PARK PL 26,2/26/21,"$270,000 ",0.0,2008,"1,720",270000,156.9767442,2021,34.179715,-84.0924703,13117130507
13721,2680 INSHORE DR,3/26/21,"$435,136 ",0.3,2020,"3,036",435136,143.3254282,2021,34.1809859,-84.0964388,13117130507
13722,2680 MAPLE PARK PL,12/3/18,"$215,000 ",0.0,2006,"1,990",215000,108.040201,2018,34.1800134,-84.0924453,13117130507
13723,2680 QUARTERDECK DR,12/13/22,"$442,068 ",0.06,2022,"2,085",442068,212.0230216,2022,34.1801743,-84.0946115,13117130507
13724,2685 INSHORE DR,3/19/21,"$417,677 ",0.32,2020,"2,676",417677,156.0825859,2021,34.1812655,-84.0968513,13117130507
13725,2685 MAPLE PARK PL 27,6/15/18,"$224,000 ",0.0,2008,"1,720",224000,130.2325581,2018,34.1797273,-84.0925415,13117130507
13726,2685 WANDA WOODS RD,12/1/20,"$236,000 ",0.41,1986,"1,324",236000,178.2477341,2020,34.1838545,-84.094871,13117130507
13727,2689 ROANOKE RD,1/8/21,"$850,000 ",3.96,1993,"3,773",850000,225.2849192,2021,34.1774436,-84.0867017,13117130507
13728,2690 INSHORE DR,3/12/21,"$426,257 ",0.27,2020,"3,272",426257,130.2741443,2021,34.1811305,-84.096363,13117130507
13729,2690 QUARTERDECK DR,12/14/22,"$447,436 ",0.06,2022,"2,085",447436,214.5976019,2022,34.1801743,-84.0946115,13117130507
13730,2695 INSHORE DR,5/19/21,"$457,512 ",0.36,2021,"3,260",457512,140.3411043,2021,34.181265,-84.0968491,13117130507
13731,2695 MAPLE PARK PL 28,5/21/21,"$302,500 ",0.0,2008,"1,796",302500,168.4298441,2021,34.1797345,-84.0925846,13117130507
13732,2695 MAPLE PARK PL 28,5/30/19,"$232,500 ",0.0,2008,"1,796",232500,129.454343,2019,34.1797345,-84.0925846,13117130507
13733,2695 WANDA WOODS RD,3/16/20,"$220,000 ",0.34,2007,"1,356",220000,162.2418879,2020,34.184065,-84.0947473,13117130507
13734,2705 COBBLESTONE DR,6/21/19,"$372,500 ",0.53,1995,"2,269",372500,164.1692375,2019,34.1772336,-84.0888956,13117130507
13735,2705 COBBLESTONE DR,5/10/18,"$365,000 ",0.53,1995,"2,269",365000,160.8638167,2018,34.1772336,-84.0888956,13117130507
13736,2705 LANIER BEACH SOUTH RD,8/12/21,"$254,900 ",0.46,1982,960,254900,265.5208333,2021,34.18191,-84.0895185,13117130507
13737,2705 LANIER BEACH SOUTH RD,7/24/20,"$219,000 ",0.46,1982,960,219000,228.125,2020,34.18191,-84.0895185,13117130507
13738,2705 LANIER BEACH SOUTH RD,9/24/19,"$180,000 ",0.46,1982,960,180000,187.5,2019,34.18191,-84.0895185,13117130507
13739,2705 LIONS GATE DR,7/6/22,"$549,000 ",0.17,2012,"2,654",549000,206.8575735,2022,34.180222,-84.085959,13117130507
13740,2705 MAPLE PARK PL 29,5/21/21,"$295,000 ",0.0,2008,"1,720",295000,171.5116279,2021,34.1797612,-84.0927447,13117130507
13741,2705 PORT BOW LN,9/17/21,"$386,819 ",0.08,2021,"2,083",386819,185.7028325,2021,34.1814932,-84.0952836,13117130507
13742,2710 BOWLINE DR,8/2/21,"$534,845 ",0.32,2021,"3,056",534845,175.0147251,2021,34.1793599,-84.0966071,13117130507
13743,2710 COBBLESTONE DR,5/17/22,"$430,000 ",0.52,1994,"2,410",430000,178.4232365,2022,34.1772775,-84.0895487,13117130507
13744,2710 INSHORE DR,5/18/21,"$463,967 ",0.34,2021,"3,368",463967,137.7574228,2021,34.1813636,-84.0961912,13117130507
13745,2710 QUARTERDECK DR,12/15/22,"$453,919 ",0.06,2022,"2,195",453919,206.7968109,2022,34.1801743,-84.0946115,13117130507
13746,2710 SHELTER COVE WAY,7/23/21,"$455,682 ",0.21,2021,"2,656",455682,171.5670181,2021,34.1787329,-84.0973051,13117130507
13747,2715 INSHORE DR,5/21/21,"$437,915 ",0.55,2021,"2,810",437915,155.841637,2021,34.181265,-84.0968491,13117130507
13748,2715 PADDLE POINT LN,10/22/21,"$685,864 ",0.38,2020,"3,394",685864,202.08132,2021,34.1796605,-84.0994916,13117130507
13749,2715 PORT BOW LN,9/17/21,"$283,528 ",0.07,2021,"2,032",283528,139.5314961,2021,34.1813745,-84.0948019,13117130507
13750,2720 BOWLINE DR,9/8/21,"$410,526 ",0.23,2021,"2,720",410526,150.9286765,2021,34.1793599,-84.0966071,13117130507
13751,2720 EVAN MANOR LN,5/29/19,"$321,000 ",0.18,2011,"3,632",321000,88.38105727,2019,34.1796147,-84.0854844,13117130507
13752,2720 INSHORE DR,6/30/21,"$407,498 ",0.43,2021,"2,676",407498,152.2787743,2021,34.1814339,-84.0965205,13117130507
13753,2720 QUARTERDECK DR,12/16/22,"$459,511 ",0.07,2022,"2,085",459511,220.3889688,2022,34.1801743,-84.0946115,13117130507
13754,2720 SHELTER COVE WAY,12/30/21,"$604,310 ",0.21,2021,"3,610",604310,167.398892,2021,34.178537,-84.0972845,13117130507
13755,2725 HIGHLAND RIDGE DR,3/23/18,"$175,000 ",0.55,1986,"1,225",175000,142.8571429,2018,34.1825353,-84.0881458,13117130507
13756,2725 PORT BOW LN,9/29/21,"$317,342 ",0.07,2021,"2,144",317342,148.0139925,2021,34.1813745,-84.0948019,13117130507
13757,2730 BOWLINE DR,11/24/21,"$572,797 ",0.22,2021,"3,388",572797,169.0664109,2021,34.1793599,-84.0966071,13117130507
13758,2730 BROOK VALLEY DR,10/7/22,"$350,000 ",0.3283,1989,"1,544",350000,226.6839378,2022,34.1842585,-84.093819,13117130507
13759,2730 BROOK VALLEY DR,8/26/20,"$230,500 ",0.3283,1989,"1,544",230500,149.2875648,2020,34.1842585,-84.093819,13117130507
13760,2730 EVAN MANOR LN,7/21/22,"$585,000 ",0.18,2011,"2,924",585000,200.0683995,2022,34.1795162,-84.0852368,13117130507
13761,2730 EVAN MANOR LN,7/20/20,"$335,000 ",0.18,2011,"2,924",335000,114.5690834,2020,34.1795162,-84.0852368,13117130507
13762,2730 SAMPLES RD,6/14/21,"$540,000 ",0.62,1999,"2,610",540000,206.8965517,2021,34.1782006,-84.0920862,13117130507
13763,2730 SHELTER COVE WAY,12/30/21,"$632,569 ",0.27,2021,"3,616",632569,174.9361173,2021,34.1783392,-84.0972226,13117130507
13764,2735 BOWLINE DR,9/27/21,"$404,043 ",0.17,2021,"2,656",404043,152.1246235,2021,34.1793599,-84.0966071,13117130507
13765,2735 EVAN MANOR LN,5/31/18,"$346,000 ",0.22,2013,"3,529",346000,98.04477189,2018,34.1799186,-84.0850512,13117130507
13766,2735 LIONS GATE DR,12/20/21,"$448,000 ",0.2,2009,"3,636",448000,123.2123212,2021,34.1807329,-84.0855856,13117130507
13767,2735 PORT BOW LN,11/16/21,"$394,515 ",0.07,2021,"2,032",394515,194.1510827,2021,34.181436,-84.0949948,13117130507
13768,2740 BOWLINE DR,9/30/21,"$476,935 ",0.23,2021,"3,126",476935,152.5703775,2021,34.179267,-84.0964285,13117130507
13769,2740 BROOK VALLEY DR,4/30/18,"$225,000 ",0.36,1987,"1,650",225000,136.3636364,2018,34.1842653,-84.0935096,13117130507
13770,2740 EVAN MANOR LN,8/30/19,"$333,000 ",0.24,2010,"3,703",333000,89.92708615,2019,34.1794383,-84.0849686,13117130507
13771,2740 PORT BOW LN,11/12/21,"$373,332 ",0.07,2021,"1,999",373332,186.7593797,2021,34.1809881,-84.0949164,13117130507
13772,2740 SHELTER COVE WAY,12/16/21,"$562,536 ",0.22,2021,"2,758",562536,203.9651922,2021,34.1782014,-84.0970576,13117130507
13773,2745 BOWLINE DR,9/30/21,"$446,542 ",0.16,2021,"2,656",446542,168.125753,2021,34.1792689,-84.0963356,13117130507
13774,2745 HIGHLAND RIDGE CT,12/20/18,"$195,000 ",0.68,1986,"1,320",195000,147.7272727,2018,34.1819478,-84.0870912,13117130507
13775,2745 LIONS GATE DR,8/13/21,"$405,000 ",0.18,2010,"3,029",405000,133.7074942,2021,34.180883,-84.0852987,13117130507
13776,2745 PORT BOW LN,9/16/21,"$351,516 ",0.07,2021,"2,032",351516,172.9901575,2021,34.1813745,-84.0948019,13117130507
13777,2750 BROOK VALLEY DR,8/27/21,"$320,000 ",0.7,1988,"1,632",320000,196.0784314,2021,34.1842868,-84.0930557,13117130507
13778,2750 PORT BOW LN,11/12/21,"$349,187 ",0.06,2021,"1,999",349187,174.6808404,2021,34.1809991,-84.0949123,13117130507
13779,2750 SHELTER COVE WAY,4/15/22,"$661,122 ",0.2,2022,"3,056",661122,216.335733,2022,34.1782859,-84.0969045,13117130507
13780,2755 BOWLINE DR,12/16/21,"$548,830 ",0.16,2021,"3,388",548830,161.9923259,2021,34.1795669,-84.0964078,13117130507
13781,2755 PORT BOW LN,9/29/21,"$387,815 ",0.07,2021,"1,999",387815,194.0045023,2021,34.1813745,-84.0948019,13117130507
13782,2757 SAMPLES RD,1/3/19,"$303,500 ",1.16,1987,"2,789",303500,108.8203657,2019,34.1773299,-84.0924369,13117130507
13783,2760 BOWLINE DR,11/30/21,"$579,876 ",0.3,2021,"3,532",579876,164.1778029,2021,34.179438,-84.0962119,13117130507
13784,2760 EVAN MANOR LN,10/30/20,"$375,000 ",0.18,2010,"3,609",375000,103.9068994,2020,34.179633,-84.0845147,13117130507
13785,2760 PORT BOW LN,11/10/21,"$353,239 ",0.06,2021,"1,999",353239,176.7078539,2021,34.1809881,-84.0949164,13117130507
13786,2765 BOWLINE DR,11/24/21,"$569,298 ",0.21,2021,"3,060",569298,186.045098,2021,34.1796463,-84.0962095,13117130507
13787,2765 HIGHLAND RIDGE CT,7/8/22,"$320,000 ",0.59,1986,"1,414",320000,226.3083451,2022,34.181468,-84.0866604,13117130507
13788,2765 MAPLE PARK PL,4/9/21,"$275,000 ",0.0,2015,"1,648",275000,166.868932,2021,34.1798389,-84.0932539,13117130507
13789,2765 PORT BOW LN,9/30/21,"$340,893 ",0.07,2021,"1,999",340893,170.5317659,2021,34.1813745,-84.0948019,13117130507
13790,2770 EVAN MANOR LN,1/23/20,"$328,900 ",0.17,2011,"3,758",328900,87.51995742,2020,34.1797942,-84.0842672,13117130507
13791,2770 LIONS GATE DR,2/26/21,"$390,000 ",0.17,2009,"2,941",390000,132.6079565,2021,34.1808492,-84.0845973,13117130507
13792,2770 PORT BOW LN,11/12/21,"$348,207 ",0.06,2021,"1,999",348207,174.1905953,2021,34.1809881,-84.0949164,13117130507
13793,2775 BOWLINE DR,12/30/21,"$528,192 ",0.23,2021,"2,822",528192,187.1693834,2021,34.1798896,-84.09615,13117130507
13794,2775 BROOK VALLEY DR,1/25/22,"$390,000 ",0.29,2001,"1,951",390000,199.8974885,2022,34.1847924,-84.0927669,13117130507
13795,2775 EVAN MANOR LN,6/3/22,"$616,000 ",0.18,2010,"3,529",616000,174.5536979,2022,34.1801132,-84.0845973,13117130507
13796,2775 EVAN MANOR LN,3/27/18,"$330,000 ",0.18,2010,"3,529",330000,93.51090961,2018,34.1801132,-84.0845973,13117130507
13797,2775 LIONS GATE DR,1/5/21,"$384,200 ",0.17,2012,"3,674",384200,104.5726728,2021,34.1812448,-84.0847211,13117130507
13798,2775 PORT BOW LN,9/30/21,"$348,925 ",0.07,2021,"1,999",348925,174.5497749,2021,34.1813745,-84.0948019,13117130507
13799,2785 BOWLINE DR,12/17/21,"$536,332 ",0.19,2021,"2,758",536332,194.4641044,2021,34.1796592,-84.0958673,13117130507
13800,2785 EVAN MANOR LN,4/25/22,"$660,000 ",0.19,2010,"3,596",660000,183.5372636,2022,34.1802331,-84.0843909,13117130507
13801,2785 EVAN MANOR LN,10/19/18,"$385,000 ",0.19,2010,"3,596",385000,107.0634038,2018,34.1802331,-84.0843909,13117130507
13802,2785 LIONS GATE DR,3/31/22,"$571,000 ",0.17,2012,"3,674",571000,155.4164398,2022,34.1813647,-84.0845147,13117130507
13803,2785 PORT BOW LN,9/30/21,"$392,151 ",0.07,2021,"1,999",392151,196.1735868,2021,34.1813745,-84.0948019,13117130507
13804,2788 ROANOKE RD,10/20/21,"$805,000 ",1.0,1964,"2,532",805000,317.9304897,2021,34.1753725,-84.0895487,13117130507
13805,2790 BOWLINE DR,2/2/22,"$606,185 ",0.26,2021,"3,388",606185,178.9211924,2022,34.1796448,-84.0957826,13117130507
13806,2790 PORT BOW LN,11/12/21,"$350,988 ",0.07,2021,"1,999",350988,175.5817909,2021,34.1809881,-84.0949164,13117130507
13807,2795 BOWLINE DR,12/30/21,"$523,634 ",0.16,2021,"3,136",523634,166.9751276,2021,34.1796246,-84.0956997,13117130507
13808,2795 LIONS GATE DR,4/25/19,"$340,000 ",0.19,2013,"3,596",340000,94.54949944,2019,34.181464,-84.0843291,13117130507
13809,2795 PORT BOW LN,9/30/21,"$396,383 ",0.07,2021,"1,999",396383,198.2906453,2021,34.1813745,-84.0948019,13117130507
13810,2805 BOWLINE DR,2/7/22,"$540,162 ",0.17,2021,"2,822",540162,191.411056,2022,34.1795597,-84.0955453,13117130507
13811,2805 COBBLESTONE DR,2/5/21,"$374,000 ",0.46,1994,"2,672",374000,139.9700599,2021,34.1765907,-84.0896725,13117130507
13812,2805 PADDLE POINT LN,11/19/21,"$606,665 ",0.32,2020,"2,752",606665,220.4451308,2021,34.1798476,-84.0997804,13117130507
13813,2805 PORT BOW LN,9/30/21,"$389,514 ",0.07,2021,"1,999",389514,194.8544272,2021,34.1813745,-84.0948019,13117130507
13814,2810 ADMIRAL BAY DR,7/27/21,"$473,080 ",0.28,2021,"2,812",473080,168.2361309,2021,34.1801438,-84.0990226,13117130507
13815,2810 BALLAST POINT CT,10/7/20,"$440,965 ",0.18,2020,"3,136",440965,140.6138393,2020,34.1786667,-84.0995329,13117130507
13816,2810 LANIER BEACH SOUTH RD,9/25/20,"$235,900 ",0.5,1986,"1,034",235900,228.1431335,2020,34.1834786,-84.089755,13117130507
13817,2810 LIONS GATE DR,4/11/19,"$295,000 ",0.18,2010,"3,130",295000,94.24920128,2019,34.1811657,-84.0839783,13117130507
13818,2810 PADDLE POINT LN,9/12/22,"$672,663 ",0.27,2022,"3,280",672663,205.0801829,2022,34.1802293,-84.0996154,13117130507
13819,2810 TURQUOISE GEM TRL,10/21/22,"$474,872 ",0.08,2022,"2,053",474872,231.3063809,2022,34.1805342,-84.0939105,13117130507
13820,2815 ADMIRAL BAY DR,8/20/21,"$607,720 ",0.3,2021,"3,392",607720,179.1627358,2021,34.1804339,-84.0993679,13117130507
13821,2815 BALLAST POINT CT,8/26/20,"$372,317 ",0.24,2020,"2,796",372317,133.1605866,2020,34.1790465,-84.0993266,13117130507
13822,2815 BOWLINE DR,5/13/22,"$651,931 ",0.22,2022,"3,272",651931,199.2454156,2022,34.1795796,-84.095542,13117130507
13823,2815 HIGHLAND RIDGE DR,5/24/21,"$289,000 ",0.59,1986,"1,430",289000,202.0979021,2021,34.1828082,-84.0866192,13117130507
13824,2815 PADDLE POINT LN,12/17/21,"$579,708 ",0.28,2020,"2,772",579708,209.1298701,2021,34.1799551,-84.100032,13117130507
13825,2815 PORT BOW LN,2/18/22,"$401,711 ",0.07,2021,"1,999",401711,200.955978,2022,34.1813745,-84.0948019,13117130507
13826,2815 SULKY CT,1/19/18,"$260,000 ",0.46,1994,"1,875",260000,138.6666667,2018,34.1770146,-84.0890329,13117130507
13827,2815 TURQUOISE GEM TRL,7/25/22,"$485,956 ",0.06,2022,"1,982",485956,245.184662,2022,34.1803279,-84.0944585,13117130507
13828,2820 ADMIRAL BAY DR,1/21/22,"$565,000 ",0.28,2020,"2,777",565000,203.456968,2022,34.1801583,-84.0990378,13117130507
13829,2820 ADMIRAL BAY DR,12/22/20,"$415,612 ",0.28,2020,"2,777",415612,149.6622254,2020,34.1801583,-84.0990378,13117130507
13830,2820 BALLAST POINT CT,10/9/20,"$419,072 ",0.18,2020,"2,732",419072,153.3938507,2020,34.1787722,-84.0993819,13117130507
13831,2820 EVAN MANOR LN,11/18/19,"$310,000 ",0.17,2012,"3,173",310000,97.69933817,2019,34.1804551,-84.0836069,13117130507
13832,2820 LANIER BEACH SOUTH RD,10/4/19,"$225,000 ",0.34,2019,"1,488",225000,151.2096774,2019,34.1836637,-84.0900026,13117130507
13833,2820 MAPLE PARK PL,5/14/21,"$260,000 ",0.0,2016,"1,642",260000,158.3434836,2021,34.1802187,-84.0930218,13117130507
13834,2820 PADDLE POINT LN,5/27/22,"$512,175 ",0.28,2022,"2,682",512175,190.9675615,2022,34.1803278,-84.0998629,13117130507
13835,2820 TURQUOISE GEM TRL,10/25/22,"$464,883 ",0.08,2022,"2,053",464883,226.4408183,2022,34.1805342,-84.0939105,13117130507
13836,2825 ADMIRAL BAY DR,9/2/21,"$509,892 ",0.27,2021,"2,750",509892,185.4152727,2021,34.1805972,-84.0991616,13117130507
13837,2825 BALLAST POINT CT,9/29/20,"$422,126 ",0.26,2020,"3,144",422126,134.2639949,2020,34.1790574,-84.0991335,13117130507
13838,2825 BOWLINE DR,11/30/21,"$591,006 ",0.24,2021,"3,056",591006,193.3920157,2021,34.1794115,-84.095263,13117130507
13839,2825 PADDLE POINT LN,5/20/22,"$713,775 ",0.27,2022,"3,400",713775,209.9338235,2022,34.1799993,-84.1002342,13117130507
13840,2825 PORT BOW LN,2/18/22,"$386,937 ",0.07,2021,"1,999",386937,193.5652826,2022,34.1811759,-84.0940872,13117130507
13841,2825 TURQUOISE GEM TRL,7/27/22,"$471,555 ",0.06,2022,"2,002",471555,235.541958,2022,34.1803294,-84.0944664,13117130507
13842,2830 ADMIRAL BAY DR,12/21/20,"$450,847 ",0.26,2020,"3,088",450847,145.9996762,2020,34.180233,-84.0987903,13117130507
13843,2830 BALLAST POINT CT,10/2/20,"$450,434 ",0.24,2020,"3,204",450434,140.5848939,2020,34.1787134,-84.0991553,13117130507
13844,2830 BOWLINE DR,1/31/22,"$610,392 ",0.34,2021,"3,056",610392,199.7356021,2022,34.1792614,-84.095353,13117130507
13845,2830 LANIER BEACH SOUTH RD,4/27/22,"$303,000 ",0.3444,1987,"1,050",303000,288.5714286,2022,34.1838015,-84.0901676,13117130507
13846,2830 LANIER BEACH SOUTH RD,2/21/20,"$180,000 ",0.3444,1987,"1,050",180000,171.4285714,2020,34.1838015,-84.0901676,13117130507
13847,2830 PADDLE POINT LN,5/23/22,"$663,630 ",0.27,2022,"3,580",663630,185.3715084,2022,34.1804036,-84.1000898,13117130507
13848,2830 PINETREE RD,1/14/21,"$242,000 ",0.34,1986,"1,204",242000,200.9966777,2021,34.1828781,-84.0889711,13117130507
